epoch,trajectory_entropy
1,0.06716121733188629
2,0.07614725828170776
3,0.05726177617907524
4,0.0599522739648819
5,0.04347538948059082
6,0.038308851420879364
7,0.03817683085799217
8,0.06326655298471451
9,0.18552668392658234
10,0.8090999126434326
11,2.2821922302246094
12,3.201221466064453
13,4.0322465896606445
14,4.996884346008301
15,5.893676280975342
16,6.497982025146484
17,6.95883321762085
18,7.311777591705322
19,7.766250133514404
20,8.333406448364258
21,8.998357772827148
22,9.618170738220215
23,10.11677360534668
24,10.486688613891602
25,10.728998184204102
26,10.890220642089844
27,10.995304107666016
28,11.06956958770752
29,11.126136779785156
30,11.166071891784668
31,11.197508811950684
32,11.218818664550781
33,11.231026649475098
34,11.23354721069336
35,11.230836868286133
36,11.227656364440918
37,11.228248596191406
38,11.23080062866211
39,11.235191345214844
40,11.238914489746094
41,11.24133586883545
42,11.241479873657227
43,11.239402770996094
44,11.234807968139648
45,11.228464126586914
46,11.221704483032227
47,11.21676254272461
48,11.215788841247559
49,11.217620849609375
50,11.223028182983398
51,11.22839641571045
52,11.233114242553711
53,11.237646102905273
54,11.241819381713867
55,11.244170188903809
56,11.243975639343262
57,11.242864608764648
58,11.241687774658203
59,11.238286972045898
60,11.238288879394531
61,11.239523887634277
62,11.240195274353027
63,11.241449356079102
64,11.24209213256836
65,11.242535591125488
66,11.241915702819824
67,11.241800308227539
68,11.242340087890625
69,11.243636131286621
70,11.24422836303711
71,11.244400024414062
72,11.244553565979004
73,11.244654655456543
74,11.244630813598633
75,11.244614601135254
76,11.244653701782227
77,11.244651794433594
78,11.244714736938477
79,11.244773864746094
80,11.244752883911133
81,11.244648933410645
82,11.244743347167969
83,11.24472713470459
84,11.244538307189941
85,11.24479866027832
86,11.244804382324219
87,11.244670867919922
88,11.244491577148438
89,11.244300842285156
90,11.244271278381348
91,11.244405746459961
92,11.244585037231445
93,11.24470043182373
94,11.244640350341797
95,11.244898796081543
96,11.244843482971191
97,11.244779586791992
98,11.24479866027832
99,11.244543075561523
100,11.24441909790039
101,11.24450969696045
102,11.244146347045898
103,11.244194030761719
104,11.244014739990234
105,11.243412017822266
106,11.243305206298828
107,11.243569374084473
108,11.243080139160156
109,11.243529319763184
110,11.24355411529541
111,11.24351692199707
112,11.243034362792969
113,11.243391036987305
114,11.242880821228027
115,11.242926597595215
116,11.24334716796875
117,11.243379592895508
118,11.243050575256348
119,11.24350357055664
120,11.243668556213379
121,11.24368667602539
122,11.24410629272461
123,11.24400806427002
124,11.244379043579102
125,11.244241714477539
126,11.244325637817383
127,11.244431495666504
128,11.244600296020508
129,11.244637489318848
130,11.244534492492676
131,11.244608879089355
132,11.244626998901367
133,11.24466609954834
134,11.2447509765625
135,11.244672775268555
136,11.244709968566895
137,11.244733810424805
138,11.244743347167969
139,11.244775772094727
140,11.244711875915527
141,11.244739532470703
142,11.244705200195312
143,11.24475383758545
144,11.24472713470459
145,11.2446928024292
146,11.244678497314453
147,11.244646072387695
148,11.244659423828125
149,11.244643211364746
150,11.244610786437988
151,11.244606018066406
152,11.244598388671875
153,11.24463939666748
154,11.244637489318848
155,11.244562149047852
156,11.244582176208496
157,11.244577407836914
158,11.244566917419434
159,11.24456787109375
160,11.24452018737793
161,11.244556427001953
162,11.244614601135254
163,11.244587898254395
164,11.244510650634766
165,11.24454116821289
166,11.244474411010742
167,11.24445915222168
168,11.244468688964844
169,11.244465827941895
170,11.244474411010742
171,11.24447250366211
172,11.244502067565918
173,11.244489669799805
174,11.244447708129883
175,11.244449615478516
176,11.244512557983398
177,11.244529724121094
178,11.244534492492676
179,11.244466781616211
180,11.244524955749512
181,11.244526863098145
182,11.244534492492676
183,11.244550704956055
184,11.244535446166992
185,11.24456787109375
186,11.244474411010742
187,11.244516372680664
188,11.244562149047852
189,11.244540214538574
190,11.244534492492676
191,11.244526863098145
192,11.244556427001953
193,11.244550704956055
194,11.244565963745117
195,11.244526863098145
196,11.244474411010742
197,11.244537353515625
198,11.244516372680664
199,11.244464874267578
200,11.244474411010742
