epoch,tb_loss,gradient_norm,gradient_norm_policy,gradient_norm_logZ
1,365.0655822753906,1697.6925048828125,1697.3135679667205,35.866241455078125
2,495.532958984375,2241.05615234375,2240.6809423882823,41.008785247802734
3,428.046142578125,2215.366455078125,2215.0267810255787,38.796531677246094
4,384.34613037109375,1787.3297119140625,1786.9598589093139,36.35279083251953
5,413.094482421875,2346.1435546875,2345.832704811536,38.18977355957031
6,418.7494201660156,2059.919921875,2059.5572654863777,38.647090911865234
7,340.0756530761719,1673.184326171875,1672.8137942419307,35.21454620361328
8,342.8412780761719,1946.7498779296875,1946.4564971890493,33.79554748535156
9,272.6127624511719,1392.9952392578125,1392.6417321657073,31.382051467895508
10,269.42816162109375,1317.8428955078125,1317.490295197579,30.48477554321289
11,272.6479797363281,1929.578125,1929.3531136425397,29.471635818481445
12,289.0104675292969,3336.03125,3335.8935431912405,30.307981491088867
13,250.68727111816406,2849.302001953125,2849.161075147112,28.32388687133789
14,288.24163818359375,2011.6461181640625,2011.3997043434879,31.48025131225586
15,249.27987670898438,1067.1939697265625,1066.8119171363828,28.550697326660156
16,278.7535705566406,867.2215576171875,866.6690756537636,30.951335906982422
17,210.96263122558594,531.0480346679688,530.3667798716532,26.88985252380371
18,266.5483093261719,642.2609252929688,641.5275195569571,30.68520164489746
19,245.57733154296875,522.7813720703125,521.9341631736141,29.749988555908203
20,219.91244506835938,406.3892517089844,405.37801765581594,28.65099334716797
21,186.6778564453125,276.8315734863281,275.5438594166896,26.670320510864258
22,180.57791137695312,196.07333374023438,194.2626632089824,26.58517074584961
23,187.12020874023438,152.04563903808594,149.6317678900765,26.985382080078125
24,153.79624938964844,100.25513458251953,97.19403078370797,24.5848388671875
25,161.52194213867188,64.11457061767578,58.91196449738842,25.299379348754883
26,146.7086181640625,37.94009780883789,29.270362891713525,24.139116287231445
27,131.34286499023438,35.9610595703125,27.75738077089022,22.863195419311523
28,162.17556762695312,37.7442626953125,27.908544814732217,25.411462783813477
29,140.4624481201172,28.713764190673828,16.27024329352577,23.65923309326172
30,122.4065170288086,27.587427139282227,16.514925989017264,22.098041534423828
31,157.4159393310547,33.49216842651367,22.326603868412253,24.964935302734375
