epoch,reward_mean,reward_std,reward_max,scaled_reward_mean,reward_p95,effective_reward_mean,effective_reward_std,consensus_bonus_mean,consensus_bonus_std,pi_complement_std,pi_clash_pocket_std,top_reward_seen,unique_smiles_generated,diversity_bonus_mean,temperature,lock_geo_positive,lock_proj_gt_05
1,4.437206268310547,3.576314926147461,24.441265106201172,13.841508865356445,8.243720054626465,1.384150743484497,2.103541612625122,0.15941046070451811,0.02912987730742285,1.283534548619553,0.7666761964998329,24.441265106201172,64,0.5,20.0,3,64
2,4.289863586425781,2.3968334197998047,17.961822509765625,11.544022560119629,7.889745712280273,1.154402256011963,0.684132993221283,0.1579970807529425,0.014955970349639566,1.179144121545369,0.6887293832426666,24.441265106201172,122,0.48627060651779175,5.410465532541277,0,64
3,4.624167442321777,3.3845789432525635,17.961822509765625,13.503725051879883,12.470643043518066,1.350372552871704,1.6508796215057373,0.1570595643685829,0.01571137488737661,1.3331705629813464,0.7501755543782322,24.441265106201172,181,0.48653143644332886,18.871703386306766,2,64
4,4.648993492126465,2.9616715908050537,17.961822509765625,13.461404800415039,8.729525566101074,1.3461406230926514,1.1634149551391602,0.15830450241871194,0.019273597357224496,1.3834082403162848,0.8168449870761987,24.441265106201172,235,0.47388169169425964,14.925570076704025,2,64
5,4.027553558349609,2.2384212017059326,17.961822509765625,10.900535583496094,6.789883136749268,1.0900535583496094,0.5803413391113281,0.16244629544395234,0.025053712805797615,1.1280341029862528,0.7444190107215549,24.441265106201172,290,0.4773755371570587,5.722420734167098,0,64
6,3.9241509437561035,2.1834282875061035,17.961822509765625,9.893855094909668,5.8616108894348145,0.9893853664398193,0.5798879265785217,0.15844829946891076,0.01692153108966072,1.0680004681646913,0.7781219914363253,24.441265106201172,341,0.463863343000412,5.970833635330201,1,64
7,4.379884719848633,2.4166340827941895,13.579421997070312,14.111347198486328,9.242265701293945,1.4111347198486328,1.645493984222412,0.1606232441157464,0.03943741190298451,1.197327753791751,0.7797933582228292,24.441265106201172,392,0.4672089219093323,20.0,5,64
8,4.4919304847717285,3.4249329566955566,24.441265106201172,13.093494415283203,7.903270244598389,1.3093494176864624,2.0151262283325195,0.1594575588318622,0.022679651774016957,1.2561372772810302,0.8143875564621013,24.441265106201172,440,0.4608169198036194,20.0,3,64
9,5.327535629272461,5.246097564697266,35.30098342895508,20.15035629272461,13.090184211730957,2.015035390853882,4.143374919891357,0.15684843081272076,0.01127216078711881,1.290647699558249,0.7225333097827454,35.30098342895508,486,0.4483494162559509,20.0,5,64
10,4.187337875366211,2.205322504043579,14.689230918884277,12.514046669006348,7.95610237121582,1.2514047622680664,1.3070003986358643,0.16005045310360855,0.03583432539242391,1.0220947775891431,0.6791556327410507,35.30098342895508,531,0.4528781771659851,19.645253884792325,2,64
11,4.021849155426025,1.8732075691223145,14.50179672241211,12.451208114624023,5.970485687255859,1.245120644569397,1.2666122913360596,0.165358983198706,0.04519326280360172,1.0111681054602148,0.6828489860348973,35.30098342895508,577,0.45577070116996765,19.28426871299743,1,64
12,4.077779769897461,2.6438350677490234,17.961822509765625,11.255470275878906,9.576711654663086,1.1255468130111694,0.8236618638038635,0.16455938770752843,0.042399587053635265,1.2974396361199236,0.8219292096045413,35.30098342895508,625,0.45742711424827576,8.6957261800766,1,64
13,4.1969170570373535,2.1803083419799805,12.771815299987793,12.323762893676758,7.815883636474609,1.232376217842102,1.1866216659545898,0.1562666266575471,0.015851767752683914,0.909477013178453,0.5682715384913024,35.30098342895508,674,0.46161872148513794,13.016306078433992,3,64
14,3.502739906311035,1.6706815958023071,10.45302963256836,9.742900848388672,6.253780841827393,0.9742901921272278,0.5451410412788391,0.16451334347012103,0.033855428420106144,0.9051717723725149,0.6045982827541472,35.30098342895508,731,0.4816475808620453,2.501670271158219,1,64
15,4.096986770629883,2.227701425552368,16.135982513427734,11.99123764038086,7.783688545227051,1.1991238594055176,1.7191740274429321,0.1568727354055475,0.023372727571975362,1.0231690964840563,0.7488110057272295,35.30098342895508,788,0.4797929525375366,20.0,3,64
16,3.9141998291015625,1.644860029220581,8.33283519744873,11.032567024230957,6.82797908782959,1.1032565832138062,0.8203942775726318,0.1585684410082145,0.023577742078313823,0.9237269533660908,0.6837835797713877,35.30098342895508,841,0.4728020429611206,10.69617885351181,1,64
17,4.819458484649658,3.3480098247528076,17.961822509765625,13.927811622619629,11.624297142028809,1.392781138420105,1.8427070379257202,0.1570655426903501,0.02316693775145418,1.325456878778031,0.8187222751790736,35.30098342895508,894,0.4701577425003052,20.0,2,64
18,4.403000831604004,1.9403595924377441,11.252488136291504,11.861509323120117,7.94148588180542,1.1861510276794434,0.7776927351951599,0.15627351001810286,0.026291340561942735,0.9404900235382617,0.6776130740794635,35.30098342895508,955,0.49313533306121826,8.19001743197441,3,64
19,3.984041452407837,1.5141128301620483,9.006558418273926,11.104138374328613,6.729461669921875,1.110413908958435,0.5651078820228577,0.15486013153299363,0.014127606574133469,1.1100350149319616,0.7315997848680763,35.30098342895508,1016,0.4915173053741455,3.5334501028060914,2,64
20,4.015745162963867,1.6478320360183716,8.367034912109375,10.478079795837402,7.812985420227051,1.047808051109314,0.550216019153595,0.15469395496092847,0.015984700550693027,0.9514585842273956,0.6925067794646903,35.30098342895508,1075,0.4885588586330414,2.314225763082504,0,64
21,3.6592986583709717,1.5855803489685059,10.934085845947266,9.737030029296875,6.430667877197266,0.9737030267715454,0.44646361470222473,0.15836299703467682,0.022072240596743724,0.8569568250501305,0.6740117528382188,35.30098342895508,1137,0.4954235553741455,3.8428515613079073,0,64
22,3.8037478923797607,1.774794101715088,9.97335147857666,9.912481307983398,7.4140119552612305,0.9912480711936951,0.4278597831726074,0.1509928931359538,0.006979427994006146,0.9662265521087692,0.6947530103362153,35.30098342895508,1200,0.49609375,2.769788390398026,1,64
23,3.9451701641082764,1.5198899507522583,7.981016159057617,10.725435256958008,7.5586395263671875,1.0725435018539429,0.5152962803840637,0.1574927656727176,0.021113744474693597,0.9861095828431037,0.6654830035653867,35.30098342895508,1262,0.4954235553741455,1.7280450463294985,0,64
24,3.801675319671631,1.2959026098251343,7.384914398193359,9.891752243041992,5.772054672241211,0.9891753196716309,0.45635533332824707,0.1568594256814704,0.02056820094867013,0.6304450313072505,0.5612900710701391,35.30098342895508,1324,0.4954235553741455,4.836819863319397,2,64
25,3.6887733936309814,1.5593057870864868,8.399272918701172,9.42898178100586,7.513652324676514,0.9428980350494385,0.5025867223739624,0.1569335296697239,0.023408669717839357,0.8744417862270764,0.7042140069236156,35.30098342895508,1388,0.5,2.429101502895355,0,64
26,3.922736167907715,1.7174373865127563,9.97335147857666,10.220497131347656,7.289800643920898,1.0220495462417603,0.6114974021911621,0.1541951612832935,0.01245620278015613,1.0490881457246575,0.7691084677069684,35.30098342895508,1450,0.4954235553741455,3.496752351522446,3,64
27,4.300439357757568,2.0492491722106934,12.46886920928955,11.461198806762695,7.859862804412842,1.1461198329925537,0.9214572310447693,0.1533168340575117,0.015460877633791252,0.9162966819622343,0.6269470687197528,35.30098342895508,1513,0.4966980516910553,12.507120776176455,3,64
28,3.856459379196167,1.5191595554351807,8.369881629943848,10.550707817077637,7.107912540435791,1.0550706386566162,0.4650178551673889,0.15850226935430298,0.02470875362645645,0.7948810838735565,0.605075379178212,35.30098342895508,1577,0.5,2.1993452787399295,0,64
29,4.028402328491211,1.9138139486312866,8.30185317993164,11.198871612548828,7.806260585784912,1.119887113571167,0.718996524810791,0.1566591476982968,0.02541110235362135,1.0733590309747247,0.7737629050736345,35.30098342895508,1640,0.49771177768707275,6.226853203773498,2,64
30,3.9591259956359863,2.44514536857605,20.59013557434082,11.01722240447998,5.84066104888916,1.101722240447998,1.7584811449050903,0.1527109290533126,0.008940313715110693,0.8190839013800723,0.6910293181525674,35.30098342895508,1704,0.5,20.0,1,64
31,3.7642130851745605,1.7600841522216797,9.685853958129883,9.567262649536133,7.960564136505127,0.9567262530326843,0.4912862777709961,0.15713941810545207,0.01859278855592157,0.9791528146183311,0.6985988623650107,35.30098342895508,1767,0.49771177768707275,2.584180015325546,2,64
32,4.491854667663574,2.5277609825134277,14.199504852294922,13.731744766235352,10.11367416381836,1.3731744289398193,1.42664635181427,0.1560882170393019,0.012539365632315218,1.1658176784450474,0.7445692554501195,35.30098342895508,1830,0.49771177768707275,16.365203917026523,2,64
33,3.5813701152801514,1.5570014715194702,9.376411437988281,9.59334945678711,6.461524486541748,0.9593349099159241,0.48362067341804504,0.15518446002342903,0.012417966302785974,0.9682458365518543,0.7668062625736377,35.30098342895508,1894,0.5,2.8444791495800015,0,64
34,3.774831533432007,1.7419935464859009,9.982531547546387,9.745247840881348,7.528378009796143,0.9745247960090637,0.5025200247764587,0.15352640125468608,0.0093548986211118,0.9437293044088437,0.7333432613673792,35.30098342895508,1957,0.49771177768707275,2.5261556029319765,0,64
35,3.718529224395752,1.7389293909072876,10.384138107299805,9.381872177124023,6.953088283538818,0.9381872415542603,0.6881378889083862,0.16152134599607354,0.03563451041309067,0.9466996537313194,0.701610320581362,35.30098342895508,2016,0.48855888843536377,6.628718429803849,3,64
